19 0.168767
48 0.071646
48 0.078079
13 0.01398
40 0.038691
61 0.039629
82 0.040931
23 0.00861
8 0.007413
13 0.00658
13 0.006552
13 0.006552
18 0.007063
18 0.007009
18 0.007031
13 0.006464
8 0.005936
3 0.000961
3 0.00066
3 0.000645
3 0.000638
33 0.238669
54 0.069944
54 0.07271
13 0.010082
186 5.38469
207 2.71556
272 1.56195
23 0.009
67 0.4401
16 0.01
35 0.0093
39 0.0088
23 0.0072
55 0.0098
105 0.0129
18 0.007
8 0.006
3 0.0007
3 0.0006
3 0.0007
3 0.0006
3 0.0007
3 0.04355
3 0.000762
13 0.193578
19 0.001176
13 0.006292
2356 0.562291
3 0.054467
3 0.000762
3 0.00071
3 0.000701
3 0.000706
8 0.007461
3 0.063736
3 0.000795
3 0.00072
3 0.000722
3 0.000716
8 0.00764
13 0.151186
111 0.050506
176 0.601451
121 0.057297
186 0.56671
135 0.18801
202 0.58518
145 0.19002
212 0.5835
3 0.0014
3 0.00079
3 0.00089
3 0.00067
3 0.00069
8 0.00684
3 0.00068
3 0.00069
3 0.00068
3 0.00066
3 0.00067
8 0.0063
13 0.126132
121 0.049733
187 0.055791
252 0.822384
145 0.18915
207 0.20129
274 0.84799
3 0.00089
3 0.00068
3 0.00068
3 0.00063
3 0.00067
8 0.00648
3 0.068055
3 0.000781
3 0.000818
22 0.008715
22 0.007161
8 0.0058
3 0.091112
3 0.000754
3 0.000734
8 0.007253
159 1.09638
18 0.00754
28 0.00733
220 1.57562
254 1.93715
3 0.092289
3 0.000759
3 0.000746
8 0.007514
159 1.0722
18 0.00903
28 0.00809
220 1.62245
254 1.88196
3 0.090956
3 0.000795
3 0.000728
8 0.007335
17 0.006526
17 0.006406
19 0.006572
68 0.010123
102 0.012536
3 0.103589
3 0.000769
3 0.000743
3 0.000724
3 0.000705
3 0.000686
3 0.000685
3 0.000688
3 0.000721
3 0.000859
18 0.008445
13 0.006279
18 0.006566
27 0.007515
27 0.007374
32 0.008054
32 0.008123
32 0.104074
82 0.1772
60 0.178444
114 0.273708
32 0.013886
82 0.166265
65 0.169273
119 0.27331
25 0.085517
85 0.271839
68 0.254832
3 0.00099
28 0.119195
15 0.006199
34 0.03389
27 0.012983
27 0.008978
102 0.169755
102 0.175189
3 0.001017
3 0.000835
3 0.000734
3 0.000851
3 0.001083
3 0.000976
3 0.001018
3 0.000965
3 0.000968
13 0.126023
17 0.001312
13 0.00998
1919 1.53732
3 0.00111
3 0.00073
3 0.0007
3 0.00065
13 0.090294
17 0.00111
13 0.006269
1759 1.41175
3 0.037375
3 0.000782
3 0.000728
3 0.000717
13 0.149063
17 0.001116
13 0.00636
1960 2.77056
1977 2.68712
3 0.00113
3 0.0007
3 0.00065
3 0.00066
1977 2.66389
3 0.00114
3 0.00071
3 0.00068
3 0.00066
1977 2.62426
3 0.0012
3 0.0007
3 0.0007
3 0.0006
3 0.091113
3 0.000761
3 0.000722
3 0.000741
3 0.00071
3 0.000702
3 0.000808
3 0.000713
30 0.009196
21 0.006995
17 0.006636
17 0.006625
8 0.005845
3 0.073219
3 0.000773
3 0.000733
3 0.000752
3 0.000706
3 0.00072
3 0.000705
3 0.000706
3 0.000706
8 0.007275
66 0.196969
76 0.169103
78 0.097963
92 0.285431
19 0.009847
28 0.063373
3 0.055292
17 0.008411
3 0.000751
3 0.046166
3 0.000779
15 2.95446
38 0.00754
129 0.35989
17 0.00187
13012 15.2565
39274 35.6772
70 0.0107
26245 21.0717
38 0.0091
129 0.3904
26393 22.058
65693 78.8506
3 0.04554
3 0.000767
20 3.06641
70 0.00922
193 0.87969
19 0.00158
13908 15.1511
41993 34.5727
70 0.0109
193 0.8992
28161 24.8981
28373 24.9131
70397 88.944
3 0.069344
3 0.000792
3 0.000712
3 0.000703
13 0.007867
69 0.075607
3 0.064807
3 0.00079
3 0.000725
3 0.000772
3 0.000734
26 0.009098
8 0.005936
21 0.093481
15 0.00661
136 0.544033
136 0.547086
3 0.00152
3 0.00094
3 0.00076
3 0.00067
3 0.00074
3 0.086418
3 0.000777
3 0.000719
22 0.008711
22 0.007046
13 0.00616
17 0.006439
13 0.006077
3 0.000719
8 0.005702
25 0.087665
25 0.007565
16 0.006552
20 0.006883
16 0.006518
3 0.000653
3 0.000635
3 0.000637
8 0.005763
3 0.14184
3 0.000773
3 0.000724
3 0.000741
3 0.000716
3 0.000725
3 0.000746
3 0.000834
3 0.000739
3 0.000724
3 0.000755
3 0.000733
3 0.000728
3 0.000724
3 0.000722
3 0.000715
3 0.000738
3 0.000732
105 0.104401
70 0.074633
49 0.075625
109 0.074988
122 0.080941
122 0.077592
3 0.120126
3 0.000836
3 0.000757
3 0.000713
3 0.000739
3 0.00071
3 0.00071
3 0.000816
3 0.000715
3 0.000709
3 0.000709
3 0.000705
3 0.000716
3 0.000709
3 0.000708
3 0.000698
3 0.000778
3 0.000718
105 0.085598
70 0.073577
49 0.070511
3 0.12218
3 0.000808
3 0.000772
3 0.000743
3 0.000718
3 0.000736
3 0.000782
3 0.000742
3 0.000717
3 0.000841
3 0.000723
3 0.00071
3 0.000725
3 0.000711
3 0.000717
3 0.000707
3 0.000717
3 0.000729
3 0.000742
3 0.00072
61 0.011887
25 0.00716
45 0.008471
42 0.166218
40 0.102395
3 0.001534
3 0.058047
13 0.007831
18 0.006709
3 0.000652
3 0.000637
81 0.129576
14 0.014866
3 0.001254
3 0.000799
3 0.074129
3 0.000795
3 0.000728
3 0.000712
3 0.000715
3 0.000713
3 0.000832
27 0.009439
27 0.00787
8 0.005911
209 1.0059
237 0.89549
215 0.82633
248 0.94614
79 0.43101
91 0.387112
3 0.001425
3 0.000936
3 0.000659
3 0.000654
3 0.000715
3 0.000654
8 0.007471
8 0.137546
14 0.006501
48 0.009297
46 0.009055
195 0.967481
13 0.0088
64 0.20668
449 3.56076
494 4.04789
3 0.00098
3 0.00071
3 0.00065
3 0.00068
3 0.00065
3 0.00067
3 0.00071
3 0.00065
3 0.00065
3 0.058906
3 0.000776
3 0.000806
22 0.008297
8 0.005594
3 0.042312
3 0.000739
13 0.114963
19 0.001118
13 0.006112
1739 0.453579
3 0.115936
3 0.000795
3 0.000742
3 0.000726
3 0.000734
3 0.000714
3 0.000842
18 0.008402
13 0.00646
27 0.007739
27 0.007751
27 0.007645
22 0.007067
8 0.005837
17 0.006617
23 0.007302
18 0.006717
3 0.092246
3 0.000789
3 0.00074
3 0.000726
3 0.000716
3 0.000714
13 0.007876
14 0.006475
9 0.005821
18 0.006496
30 0.007912
25 0.007082
54 0.127591
74 0.010284
13 0.006067
141 0.015605
82 0.012943
332 0.038007
625 2.55281
39 0.009
111 0.52134
128 0.424405
202 0.873415
18 0.127147
27 0.011083
151 0.86584
172 0.88037
231 1.1241
3 0.101206
3 0.000775
3 0.00072
3 0.000728
3 0.000712
3 0.000718
30 0.112249
39 0.160894
35 0.156826
30 0.114342
39 0.138193
52 0.116558
74 0.161739
35 0.15782
61 0.15977
8 0.0125
8 0.00846
3 0.067607
3 0.000765
3 0.000701
