33 0.330339
54 0.089885
54 0.080242
13 0.052508
186 5.57128
207 2.60418
272 1.93677
23 0.0594
67 7.1726
16 0.0788
35 0.0622
39 0.063
23 0.0655
55 0.1046
105 0.1617
18 0.0798
8 0.0375
3 0.0015
3 0.0012
3 0.0012
3 0.0011
3 0.0011
19 0.253329
48 0.085511
48 0.085043
13 0.055275
40 0.074617
61 0.076296
82 0.080892
23 0.05305
8 0.038681
13 0.058967
13 0.055892
13 0.056386
18 0.072711
18 0.07968
18 0.0734
13 0.05663
8 0.03767
3 0.00189
3 0.00111
3 0.00102
3 0.00103
3 0.041302
3 0.001034
13 0.303971
19 0.002227
13 0.038464
2356 0.720008
3 0.085214
3 0.001419
3 0.001274
3 0.001241
3 0.001206
8 0.041853
3 0.095966
3 0.001551
3 0.001386
3 0.001266
3 0.001264
8 0.042166
13 0.2582
111 0.347817
176 0.472783
121 0.36871
186 0.48321
135 0.40718
202 0.3754
145 0.37729
212 0.38015
3 0.00165
3 0.00133
3 0.00128
3 0.00109
3 0.00109
8 0.03639
3 0.00116
3 0.00102
3 0.00131
3 0.00239
3 0.00117
8 0.04463
13 0.210944
121 0.394997
187 0.516549
252 0.71069
145 0.34502
207 0.54218
274 0.63073
3 0.00151
3 0.00125
3 0.00117
3 0.00106
3 0.00108
8 0.03854
3 0.077011
3 0.001202
3 0.001214
22 0.078118
22 0.073234
8 0.038307
3 0.121848
3 0.001405
3 0.001347
8 0.039161
159 10.2057
18 0.0615
28 0.1083
220 11.1993
254 10.9591
3 0.097278
3 0.000985
3 0.000859
8 0.036446
159 12.1402
18 0.0496
28 0.1075
220 8.4979
254 9.9699
3 0.137982
3 0.001586
3 0.001493
8 0.046836
17 0.061954
17 0.062249
19 0.072025
68 0.17534
102 0.256223
3 0.14878
3 0.001457
3 0.001301
3 0.001246
3 0.00118
3 0.001192
3 0.001163
3 0.001144
3 0.001189
3 0.00155
18 0.08538
13 0.064746
18 0.08287
27 0.112239
27 0.104626
32 0.131568
32 0.134812
32 0.211902
82 0.21042
60 0.142045
114 0.213096
32 0.136116
82 0.211671
65 0.13493
119 0.21402
25 0.153491
85 0.174816
68 0.178592
3 0.001274
28 0.284309
15 0.097885
34 0.10357
27 0.131161
27 0.123694
102 0.201914
102 0.169097
3 0.00127
3 0.00141
3 0.0009
3 0.00093
3 0.00086
3 0.00088
3 0.00085
3 0.00097
3 0.00088
13 0.15442
17 0.00183
13 0.037086
1919 1.37897
3 0.00124
3 0.00074
3 0.00067
3 0.00079
13 0.15766
17 0.00204
13 0.043382
1759 1.43821
3 0.054304
3 0.001319
3 0.001194
3 0.001151
13 0.180467
17 0.002264
13 0.039239
1960 2.84874
1977 2.87674
3 0.00177
3 0.00115
3 0.00098
3 0.00095
1977 2.72415
3 0.00177
3 0.00121
3 0.00109
3 0.00102
1977 2.72166
3 0.0022
3 0.0013
3 0.0013
3 0.0019
3 0.123018
3 0.001392
3 0.001268
3 0.001143
3 0.001097
3 0.001132
3 0.001245
3 0.001086
30 0.080135
21 0.055226
17 0.054444
17 0.047392
8 0.04439
3 0.09451
3 0.001281
3 0.001193
3 0.001086
3 0.001135
3 0.001015
3 0.001034
3 0.001019
3 0.00102
8 0.035464
66 0.201416
76 0.190698
78 0.105237
92 0.271602
19 0.069254
28 0.07291
3 0.06951
17 0.069265
3 0.001504
3 0.047935
3 0.000804
15 3.62649
38 0.10364
129 0.28414
17 0.0024
13012 11647.2
39274 2074.5
70 0.2
26245 1061
38 0.1
129 0.4
26393 815.6
65693 3492.7
3 0.052033
